Airline ID,Flight Number,Departure Date,Arrival Date,Departure Time,Arrival Time,Booking Code,Passenger Name,Seat Number,Class,Fare,Extras,Loyalty Points,Status,Gate,Terminal,Baggage Claim,Duration (hours),Layovers,Layover Locations,Aircraft Type,Pilot,Cabin Crew,Inflight Entertainment,Meal Option,WiFi Availability,Window Seat,Aisle Seat,Emergency Exit Row,Number of Stops,Reward Program Member,Airline Name,flag_status
7,8404,2023-03-13 11:43:20,2023-11-11 05:21:48,12:09:51,05:47:19,Bish,Grycy,Vdn,First,673.95,Meal,4437,Cancelled,Sj,C,Gpd,4.73,0,Nvx,Ihz,Qwel,Hbbr,Yes,Vegetarian,Available,True,False,True,0,Yes,Spirit Airlines,4
6,5003,2023-02-09 01:28:03,2023-02-17 14:18:25,19:32:33,15:15:31,Befs,Zunqj,Mba,Economy,622.12,No Extras,1829,Cancelled,Ij,D,Qvc,4.08,0,Mes,Rrv,Jwao,Tryd,No,Non-Vegetarian,Not Available,True,False,False,2,Yes,Alaska Airlines,4
16,3313,2023-02-06 21:27:37,2023-04-02 16:47:57,05:41:26,06:36:28,Bkwb,Ptvsl,Pvp,Economy,755.08,No Extras,0,Cancelled,Gh,D,Bzm,11.6,0,Xtl,Ekd,Mchh,Hefu,No,Vegetarian,Not Available,False,False,True,0,No,Klm Royal Dutch Airlines,4
8,5623,2023-12-18 19:01:06,2023-12-25 15:16:38,03:33:30,03:20:06,Bcbm,Vnkaz,Vgw,First,555.52,No Extras,0,Confirmed,Of,A,Tsx,6.35,2,Gac,Ydi,Cfql,Hdcn,No,Non-Vegetarian,Available,False,False,True,0,No,Frontier Airlines,4
6,4163,2023-07-02 18:27:57,2023-08-09 02:45:45,13:43:22,02:36:05,Bkyk,Jyykd,Hdn,First,535.36,Extra Baggage,2430,Cancelled,Jc,B,Quf,3.35,0,Ntw,Dwy,Btms,Lios,Yes,Non-Vegetarian,Not Available,True,True,False,0,No,Alaska Airlines,5
10,8186,2023-06-13 14:56:22,2023-04-08 17:53:46,04:10:27,14:55:28,Bmsx,Rkhgq,Kyq,Business,281.79,Extra Baggage,0,Cancelled,Br,A,Ees,1.57,1,Tkh,Nng,Fryf,Lozy,No,Non-Vegetarian,Available,True,False,False,2,No,Allegiant Air,2
16,8015,2023-01-06 05:53:27,2023-02-11 23:18:14,08:25:35,17:27:58,Bvma,Fjlub,Aqb,Economy,427.92,Extra Baggage,0,Pending,In,D,Dzb,3.86,0,Pjp,Uds,Josu,Vuay,Yes,Vegan,Available,True,True,True,2,Yes,Klm Royal Dutch Airlines,5
11,8782,2023-10-17 18:02:20,2023-04-19 22:06:35,20:16:05,01:40:56,Bmfh,Mmevz,Rcx,Economy,559.28,Meal,1715,Pending,Ln,D,Zhq,5.47,0,Kxc,Gai,Onsi,Armr,No,Vegan,Available,True,False,True,1,No,Skywest Airlines,6
13,6214,2023-04-21 23:57:48,2023-07-11 13:48:23,23:21:27,12:34:36,Bzsw,Fprqt,Umq,Business,119.7,Meal,661,Cancelled,Va,B,Wjf,4.0,0,Tev,Eeg,Jljx,Qvsq,Yes,Vegetarian,Not Available,False,True,True,2,Yes,British Airways,4
6,9621,2023-06-17 15:23:53,2023-08-21 14:43:23,21:21:08,16:34:17,Bnfq,Ooodi,Ozc,Economy,718.61,Meal,1689,Cancelled,It,D,Smi,10.53,1,Mdc,Mzf,Uytw,Qhhe,No,Vegan,Available,False,False,True,0,Yes,Alaska Airlines,0
1,7938,2023-02-18 15:43:49,2023-12-27 16:50:08,08:29:44,21:27:38,Bbpe,Lnajo,Eye,Business,934.72,Meal,0,Cancelled,Vl,A,Hlz,9.52,0,Tmu,Gvk,Glhj,Shof,No,Non-Vegetarian,Available,False,False,True,2,Yes,American Airline,4
19,3988,2023-09-06 12:49:09,2023-12-29 17:46:25,11:44:05,04:44:20,Bwtf,Kahui,Fpb,Economy,971.09,Meal,0,Confirmed,Bq,A,Prb,9.61,1,Zry,Fkb,Tlmo,Djkm,Yes,Non-Vegetarian,Not Available,False,True,False,0,Yes,Singapore Airlines,0
12,6156,2023-03-28 10:47:40,2023-06-22 03:36:01,04:11:17,02:00:23,Bbej,Vzcaj,Fme,Economy,821.45,No Extras,0,Confirmed,Uc,A,Bis,3.8,2,Vbh,Qrp,Hsfg,Ojfe,Yes,No Meal,Not Available,True,True,True,0,Yes,Air Canada,5
6,6512,2023-03-21 09:18:12,2023-04-15 18:26:51,04:57:32,08:46:13,Bsaf,Fsdsg,Tzy,First,818.8,No Extras,0,Pending,Pi,B,Mwc,2.21,1,Vid,Hau,Bauq,Pnut,No,Vegetarian,Not Available,False,True,False,1,No,Alaska Airlines,0
18,3350,2023-11-01 02:34:07,2023-06-27 01:15:02,14:04:14,05:38:43,Bypj,Lyuve,Xpp,Business,207.01,No Extras,0,Cancelled,Hn,D,Dyb,4.03,1,Ove,Xwp,Jtii,Utfk,Yes,No Meal,Available,True,False,False,1,Yes,Emirates,2
13,4988,2023-09-12 03:21:14,2023-01-19 21:31:50,17:07:43,23:57:38,Bhtx,Sstug,Gtk,Business,361.22,Extra Baggage,3982,Cancelled,Zb,C,Mwg,3.67,0,Xrf,Byd,Xfht,Wplu,No,Vegetarian,Available,False,True,False,0,Yes,British Airways,6
7,3870,2023-03-16 02:22:45,2023-03-07 05:20:06,01:50:00,21:01:03,Bust,Nieri,Coq,Business,773.47,No Extras,0,Confirmed,Xk,C,Lrb,11.47,1,Lyt,Mhi,Gjrc,Dnbu,Yes,No Meal,Not Available,False,False,False,0,No,Spirit Airlines,2
13,7487,2023-02-03 00:42:32,2023-03-18 10:43:12,19:32:30,20:48:40,Bgoe,Evpit,Cbn,Business,85.4,Meal,4304,Cancelled,Si,B,Kgo,7.85,2,Jhb,Fpa,Hpzd,Shxy,Yes,Non-Vegetarian,Available,False,False,False,0,Yes,British Airways,4
8,3910,2023-07-03 00:57:50,2023-12-13 12:24:49,12:19:57,12:06:22,Bdss,Knctx,Exd,Business,128.36,Meal,0,Confirmed,Kz,A,Aat,5.9,0,Mzd,Dpv,Abcn,Mwvu,No,Non-Vegetarian,Not Available,False,False,False,0,Yes,Frontier Airlines,4
17,5613,2023-03-11 00:58:41,2023-09-09 12:35:19,19:36:20,22:01:20,Bjvh,Gwkqr,Lgy,Economy,656.81,Meal,0,Cancelled,Uk,D,Vwc,10.65,0,Qju,Pqa,Ndju,Dswm,No,Vegetarian,Available,True,False,False,0,No,Qantas,4
9,3864,2023-02-17 01:14:33,2023-11-20 04:58:00,04:33:31,18:23:21,Btat,Sqyin,Ktu,Business,462.59,Extra Baggage,0,Pending,Hv,B,Okh,11.64,1,Erw,Jiv,Ofpk,Gzzo,Yes,Non-Vegetarian,Available,True,False,True,1,Yes,Hawaiian Airlines,0
13,2017,2023-08-02 07:25:46,2023-05-12 01:09:42,17:52:44,08:29:17,Buxm,Ukods,Ybb,Economy,698.91,Meal,0,Cancelled,Jn,B,Xcv,3.08,1,Dkk,Ckf,Tljy,Ytkd,Yes,No Meal,Not Available,False,True,True,0,Yes,British Airways,2
2,5690,2023-02-05 19:16:30,2023-04-26 17:58:52,11:37:40,02:43:13,Bgbi,Ibhgr,Jrq,First,293.88,Extra Baggage,0,Confirmed,Io,B,Mek,11.51,0,Jqr,Djo,Lgca,Dogi,Yes,Vegetarian,Available,False,False,True,1,No,Delta Air Lines,4
4,9373,2023-12-13 11:37:22,2023-03-06 08:06:24,11:36:48,02:04:12,Bsiq,Srokl,Fkq,Business,127.01,No Extras,4709,Cancelled,Hg,D,Wlc,3.66,0,Vaw,Mmb,Vnlg,Cpwz,No,Vegetarian,Not Available,False,False,False,2,No,Southwest Airlines,6
2,7759,2023-06-12 00:44:00,2023-05-21 19:00:30,18:13:56,15:29:09,Bywr,Cdurl,Uoj,Business,837.93,Extra Baggage,0,Confirmed,Kz,D,Llw,6.39,0,Xle,Blt,Mivp,Xbop,No,No Meal,Available,True,False,False,1,No,Delta Air Lines,6
4,3451,2023-04-22 14:45:39,2023-09-09 20:50:22,16:30:49,18:15:23,Bjwa,Plgld,Dma,Business,793.53,Meal,2921,Confirmed,Es,B,Msi,11.79,0,Oqt,Jcs,Aioq,Iwgw,Yes,Non-Vegetarian,Not Available,True,False,False,0,Yes,Southwest Airlines,4
18,2952,2023-01-11 19:36:17,2023-06-15 17:21:31,04:16:23,16:07:28,Bksw,Ppqti,Oxe,First,489.46,No Extras,0,Pending,El,D,Dof,9.41,0,Gbo,Fhc,Abpr,Trdb,Yes,Non-Vegetarian,Available,False,True,True,0,No,Emirates,4
5,5700,2023-01-05 12:18:13,2023-04-06 03:16:51,15:42:26,07:45:43,Bsbe,Nerlv,Fgh,Economy,886.46,Extra Baggage,0,Confirmed,Qx,D,Rqq,6.16,0,Ffu,Ybf,Hjzm,Vwyy,Yes,Vegetarian,Not Available,True,False,True,1,Yes,Jetblue Airways,4
19,9454,2023-09-13 23:18:38,2023-08-01 10:24:41,10:00:08,11:14:18,Bcmy,Gbzrz,Loc,Business,261.79,Extra Baggage,0,Confirmed,Gc,B,Ogt,1.87,1,Kqb,Hwi,Ccko,Okcb,Yes,Non-Vegetarian,Not Available,True,True,True,1,Yes,Singapore Airlines,3
10,7213,2023-03-06 00:57:32,2023-09-13 19:09:19,13:30:16,17:15:31,Bgkq,Cokjt,Vik,First,398.8,Meal,0,Pending,Jg,D,Tyw,3.26,0,Als,Uve,Ohoo,Pvlj,No,No Meal,Not Available,True,True,True,2,No,Allegiant Air,5
18,1660,2023-09-12 09:44:30,2023-12-21 18:59:57,03:11:49,16:53:17,Bavd,Usmpt,Tlh,Business,280.57,Meal,0,Confirmed,Fo,C,Ffh,10.3,1,Yjn,Oan,Swei,Kydz,Yes,Non-Vegetarian,Available,True,False,False,1,No,Emirates,0
10,2315,2023-03-07 12:05:36,2023-10-01 09:11:40,13:01:55,07:12:22,Bair,Wvrlo,Npc,Business,132.27,Meal,3540,Confirmed,Jn,C,Vqb,3.34,1,Qxh,Xxi,Sdzi,Choh,No,Non-Vegetarian,Available,True,True,True,1,No,Allegiant Air,1
5,8381,2023-02-12 20:35:03,2023-07-09 18:51:28,09:06:06,07:33:45,Bqso,Wbmlo,Arm,Economy,670.15,No Extras,0,Pending,Fo,D,Qai,11.5,1,Pzq,Ezp,Lhhj,Uthg,No,Vegan,Not Available,True,True,True,0,No,Jetblue Airways,1
17,3919,2023-08-12 10:55:21,2023-06-08 21:09:58,18:37:04,11:09:18,Bjlp,Cqfkz,Leg,Economy,611.97,No Extras,289,Cancelled,Oa,D,Qkr,2.86,2,Joh,Kjz,Nuji,Yxjz,Yes,Vegan,Not Available,False,True,True,0,Yes,Qantas,6
13,3072,2023-04-14 21:52:21,2023-03-19 10:21:25,09:30:21,22:50:54,Blam,Tydjv,Fid,Business,472.35,No Extras,0,Confirmed,Fs,B,Fyr,4.72,2,Opp,Ugo,Srhb,Twlw,Yes,Non-Vegetarian,Available,False,True,True,2,No,British Airways,6
17,6442,2023-01-20 09:50:00,2023-04-08 13:20:08,14:09:13,17:16:17,Bdtv,Xusis,Wdc,Economy,866.98,Extra Baggage,0,Pending,Ve,D,Plw,7.56,1,Vdy,Bgz,Rxnt,Rtkt,Yes,Non-Vegetarian,Not Available,False,True,True,2,No,Qantas,0
9,3019,2023-08-18 18:49:35,2023-09-05 23:21:55,17:11:00,21:08:32,Blso,Oimbh,Fke,First,518.98,Meal,0,Pending,Ap,C,Fsc,6.08,1,Ecd,Upp,Jpgq,Hsvd,No,Vegetarian,Available,True,False,True,0,Yes,Hawaiian Airlines,0
12,7625,2023-04-05 00:20:27,2023-04-08 08:22:43,20:27:00,13:10:58,Bivg,Lvied,Zkh,Business,477.74,Extra Baggage,0,Cancelled,Po,A,Smz,8.84,1,Guo,Sjm,Uavk,Iwsg,Yes,Vegan,Not Available,False,False,False,0,Yes,Air Canada,0
14,1815,2023-10-22 06:40:21,2023-11-04 11:25:01,07:58:12,04:38:59,Bfir,Mobad,Znr,Economy,697.4,No Extras,0,Cancelled,Um,C,Sbm,6.58,2,Vvv,Aso,Xxsf,Hpxk,Yes,No Meal,Available,True,True,True,0,Yes,Lufthansa,5
14,5777,2023-07-01 20:02:01,2023-12-29 10:15:25,12:20:00,14:11:14,Bhur,Xjyab,Txa,First,85.87,Meal,0,Pending,Dp,A,Hnz,5.74,2,Qkk,Poo,Jcgb,Snmj,Yes,Non-Vegetarian,Available,True,False,False,2,Yes,Lufthansa,4
8,5734,2023-10-12 14:04:06,2023-01-14 14:53:07,19:56:16,01:12:07,Bmgl,Lpcxi,Jsg,Economy,314.69,Meal,949,Cancelled,Oo,B,Ouy,10.38,1,Lbk,Bho,Ryeu,Cxua,Yes,Vegetarian,Not Available,False,False,False,2,No,Frontier Airlines,2
5,4629,2023-12-19 06:28:52,2023-12-06 04:33:38,20:22:33,00:55:38,Beph,Ctphs,Mpr,Economy,841.99,No Extras,0,Confirmed,Zs,C,Lui,9.74,0,Bmq,Zxx,Nbfo,Qxtd,No,No Meal,Available,True,True,True,2,Yes,Jetblue Airways,7
19,3753,2023-10-08 16:05:33,2023-01-12 08:43:34,22:34:08,00:13:15,Bzvg,Kfnal,Wfg,Business,173.35,No Extras,3271,Pending,Hc,B,Qqh,8.05,0,Mzs,Xte,Lvin,Bjhp,No,Vegan,Not Available,False,False,False,1,Yes,Singapore Airlines,6
14,7505,2023-05-24 03:51:51,2023-11-22 01:36:44,04:26:04,22:48:29,Babi,Wuopd,Xvp,Economy,828.06,Meal,0,Cancelled,Id,C,Iiz,5.13,1,Haf,Nfp,Jkwn,Kdcs,No,Non-Vegetarian,Available,False,True,False,1,No,Lufthansa,0
9,5685,2023-03-21 17:35:03,2023-07-16 10:04:04,07:42:22,21:37:51,Bogg,Xhwqz,Fkg,First,652.87,Meal,0,Confirmed,Yt,A,Afv,11.57,2,Wug,Ewh,Qfvd,Gjkb,Yes,No Meal,Available,False,True,False,2,Yes,Hawaiian Airlines,4
7,1201,2023-12-07 23:44:25,2023-10-01 15:44:40,15:56:07,15:43:23,Btmd,Vcxzc,Rcz,Business,811.13,Extra Baggage,183,Cancelled,De,B,Bjz,2.35,1,Qab,Pgm,Epve,Omcp,No,Non-Vegetarian,Available,True,True,False,0,No,Spirit Airlines,3
8,2004,2023-12-12 01:31:11,2023-01-28 01:58:12,17:44:27,11:36:13,Bsjd,Oohuo,Qxp,Economy,124.16,No Extras,0,Confirmed,Db,C,Ewv,5.29,2,Asa,Jjt,Inzj,Vdhr,Yes,Vegetarian,Available,False,True,True,2,Yes,Frontier Airlines,6
14,2312,2023-01-04 15:17:12,2023-08-30 15:36:08,16:02:19,22:10:07,Blzv,Uhsda,Ssk,Business,720.16,No Extras,0,Cancelled,Zp,D,Hhp,9.08,0,Qyy,Ikq,Jsmh,Vygv,Yes,Vegan,Not Available,False,False,False,1,No,Lufthansa,4
14,3025,2023-10-21 14:41:31,2023-07-13 17:56:05,09:29:55,13:22:09,Bczh,Ychqq,Avn,Business,789.72,No Extras,0,Confirmed,Hk,D,Ote,4.89,1,Xvi,Cyu,Ukqf,Zjjx,No,Non-Vegetarian,Available,True,True,True,2,No,Lufthansa,3
11,4133,2023-04-10 03:05:03,2023-03-14 11:19:49,19:53:41,21:06:18,Bqfm,Fkfwa,Skt,First,73.93,No Extras,3450,Confirmed,Gh,C,Brh,1.08,0,Kpo,Fgm,Yrtf,Tfch,Yes,Vegetarian,Not Available,False,False,False,1,No,Skywest Airlines,6
14,5221,2023-04-26 15:18:45,2023-12-10 09:40:58,12:16:04,09:40:26,Brpk,Ctioh,Qbq,Economy,741.05,No Extras,1994,Pending,Su,C,Zsy,1.08,2,Qwe,Gjd,Ofym,Jtli,Yes,Non-Vegetarian,Available,False,True,False,1,No,Lufthansa,4
8,7192,2023-07-19 15:07:28,2023-03-07 05:17:50,04:49:57,07:09:56,Bnal,Tpjnw,Fpi,Economy,513.45,Extra Baggage,0,Pending,Dp,B,Xdo,2.38,1,Phs,Qkc,Kajb,Yjvh,Yes,Non-Vegetarian,Not Available,True,False,False,2,Yes,Frontier Airlines,2
3,4671,2023-07-15 01:52:08,2023-09-05 11:37:41,11:07:27,11:49:47,Btfg,Poizj,Iwj,Business,62.26,Extra Baggage,0,Cancelled,Ux,B,Dlr,2.21,1,Bes,Axi,Ruqx,Lzbd,No,Vegan,Available,True,True,True,2,Yes,United Airlines,1
18,5941,2023-01-20 11:13:06,2023-07-17 17:56:06,19:08:05,17:27:58,Bkac,Hleny,Jfa,Economy,664.63,Meal,1584,Pending,Mj,C,Qqr,6.65,0,Git,Zwu,Ogiv,Dedc,No,Vegan,Not Available,False,False,True,1,No,Emirates,4
3,2604,2023-03-29 22:25:28,2023-03-24 16:51:55,13:17:59,09:45:48,Bvmf,Ucofs,Cgu,Economy,279.41,Meal,0,Confirmed,Ne,C,Bkt,8.16,2,Zmm,Zfw,Fmek,Xwan,Yes,No Meal,Not Available,False,False,False,0,Yes,United Airlines,6
13,2902,2023-06-14 00:31:34,2023-09-07 16:01:07,03:22:37,08:34:32,Bjvg,Rgcey,Ino,First,966.79,Meal,0,Confirmed,Jy,B,Lqn,9.23,1,Aiw,Krf,Mhkv,Hlwh,No,Vegan,Not Available,False,False,True,0,Yes,British Airways,0
12,5588,2023-02-13 08:14:53,2023-03-17 06:04:51,17:16:54,07:12:55,Bkwz,Potiv,Wsj,First,979.18,No Extras,2810,Cancelled,Nr,D,Tgd,10.58,0,Ixl,Baq,Fgik,Utjs,No,Non-Vegetarian,Available,False,True,True,0,No,Air Canada,4
15,9160,2023-09-07 10:07:07,2023-07-30 15:53:28,03:51:25,10:30:19,Boxk,Claxz,Pag,First,52.91,Meal,0,Cancelled,Ur,C,Kbz,4.41,2,Iza,Tyk,Nxtd,Ykya,No,Vegetarian,Available,False,True,False,2,No,Air France,6
18,3349,2023-08-23 22:29:48,2023-07-19 00:15:58,01:56:58,21:04:51,Brza,Tfbmt,Kxo,Economy,177.56,Extra Baggage,581,Pending,Ks,C,Myu,8.38,1,Chc,Dsj,Duaw,Rqou,Yes,Vegetarian,Available,False,False,True,1,Yes,Emirates,2
5,6059,2023-12-08 22:59:14,2023-05-25 22:23:50,23:56:30,05:18:13,Bznw,Hrvpb,Msk,Business,538.85,Meal,0,Cancelled,Rw,B,Xwj,4.69,1,Wep,Iit,Mwrh,Lwru,Yes,Vegetarian,Not Available,True,False,True,2,No,Jetblue Airways,2
7,8928,2023-06-18 13:54:48,2023-01-22 21:51:22,21:58:47,08:09:24,Blar,Xpcpp,Mhv,Economy,647.05,No Extras,0,Cancelled,Ck,A,Khr,2.01,0,Dsy,Cho,Zzew,Jrze,No,Vegetarian,Available,False,True,False,2,Yes,Spirit Airlines,6
11,8120,2023-04-14 11:06:21,2023-06-18 19:53:29,20:36:31,07:24:22,Bqnl,Ivskb,Zjp,First,650.86,Extra Baggage,0,Pending,Tp,B,Eve,5.66,2,Dns,Kql,Jkwp,Ygue,No,Vegan,Not Available,False,False,False,1,No,Skywest Airlines,4
11,5364,2023-12-10 10:56:22,2023-09-15 23:03:17,00:06:29,03:21:26,Basd,Pxpot,Qqm,First,734.78,Extra Baggage,2367,Cancelled,Fy,D,Xie,4.29,0,Lpm,Igr,Loqz,Nesj,No,Vegan,Not Available,True,False,True,0,Yes,Skywest Airlines,6
15,5719,2023-07-06 12:23:50,2023-05-11 12:23:44,11:00:59,12:12:13,Beeb,Xglob,Mol,Economy,216.22,Meal,1389,Pending,Rf,B,Xis,2.58,2,Oaw,Low,Mddr,Zmvf,Yes,Vegetarian,Not Available,False,True,True,0,Yes,Air France,6
10,7243,2023-03-25 14:24:54,2023-10-14 20:36:54,04:35:19,18:00:38,Bkch,Gtvxy,Kac,Economy,334.88,Meal,0,Confirmed,Gb,B,Tit,8.66,0,Boi,Wnf,Wfxu,Eveg,Yes,No Meal,Available,True,True,False,2,Yes,Allegiant Air,5
15,9081,2023-09-08 01:45:53,2023-04-25 02:59:49,09:47:04,11:00:40,Bbdg,Ltsnb,Rlz,Business,561.16,Meal,2309,Cancelled,Jh,A,Evp,10.62,1,Txa,Cst,Qtxu,Vuwu,No,Vegan,Available,False,True,True,0,Yes,Air France,2
13,3677,2023-02-11 13:56:26,2023-01-06 05:20:59,23:23:11,13:58:25,Byss,Ntnrc,Avt,Economy,184.55,Meal,4324,Cancelled,Xe,C,Eny,3.88,2,Tgz,Rrs,Wdxn,Luuq,No,No Meal,Not Available,False,True,False,1,Yes,British Airways,6
14,1547,2023-06-16 19:58:27,2023-09-17 03:02:11,16:05:44,11:01:27,Bghn,Qpmwv,Bur,Economy,820.76,Extra Baggage,3982,Confirmed,Je,C,Tvw,2.41,1,Azk,Jul,Bkyo,Uiaj,No,Non-Vegetarian,Available,False,False,True,0,No,Lufthansa,0
17,9550,2023-06-05 20:03:37,2023-01-19 15:24:12,06:31:37,08:59:29,Bdna,Qyfeq,Acz,Business,795.36,Meal,0,Pending,Gp,C,Emi,5.85,1,Swh,Tfa,Yhty,Msbq,Yes,Non-Vegetarian,Available,True,False,True,0,No,Qantas,2
13,4361,2023-02-01 20:42:47,2023-05-12 01:39:18,06:59:54,19:21:34,Beko,Ozubg,Jpo,First,697.97,No Extras,0,Pending,Zc,D,Bmd,7.43,2,Orw,Fut,Uihd,Vnwf,No,Vegetarian,Not Available,False,True,True,2,Yes,British Airways,4
10,2924,2023-12-13 17:33:15,2023-05-14 19:27:03,02:42:48,22:12:48,Btnx,Vdsmu,Cmx,First,365.64,Meal,0,Pending,Qj,A,Tml,5.67,2,Uua,Ifx,Iqao,Gxdj,Yes,Vegan,Not Available,False,False,True,0,No,Allegiant Air,6
1,6243,2023-05-22 00:56:49,2023-12-11 15:06:16,07:52:25,22:00:59,Bmgr,Civjr,Gkc,Business,602.52,Extra Baggage,0,Pending,To,B,Gof,9.08,1,Iek,Wcv,Wqoj,Awyw,No,No Meal,Available,True,False,False,2,Yes,American Airline,0
1,5647,2023-12-03 01:51:08,2023-02-04 17:24:48,03:05:17,06:05:49,Bftg,Wxypd,Cwo,Business,55.0,Meal,0,Pending,Lm,B,Fum,5.43,0,Flk,Cve,Cimh,Tmva,Yes,Vegetarian,Available,False,False,True,0,No,American Airline,6
15,7681,2023-11-21 17:57:55,2023-06-22 13:00:15,10:37:54,11:00:36,Biwb,Qpxza,Bgb,Business,620.01,Extra Baggage,2224,Cancelled,Rj,C,Ujb,9.26,1,Pon,Rau,Cmsf,Hadj,Yes,Non-Vegetarian,Not Available,False,False,False,2,Yes,Air France,2
16,3701,2023-03-24 05:11:05,2023-12-18 12:27:14,15:55:52,12:58:08,Bhfi,Ebhpu,Rcw,Business,97.2,Extra Baggage,0,Confirmed,Lk,C,Ulj,9.7,2,Xcu,Vkx,Unof,Zipf,Yes,Vegan,Available,False,False,False,1,No,Klm Royal Dutch Airlines,4
12,1421,2023-12-02 14:19:19,2023-12-01 12:25:53,20:48:51,13:38:08,Bgex,Fnwdu,Wrr,Economy,259.67,No Extras,0,Cancelled,Pt,C,Xst,2.95,2,Qhx,Hpj,Sdxs,Ccae,Yes,Vegetarian,Available,True,False,False,0,No,Air Canada,6
6,1335,2023-02-05 10:59:10,2023-07-10 15:02:10,02:45:13,18:16:11,Bwqu,Yvhtn,Shr,Economy,380.9,No Extras,0,Cancelled,Eb,B,Tym,11.73,2,Dmw,Wtu,Aiwy,Xemw,Yes,Vegan,Not Available,False,False,False,2,No,Alaska Airlines,4
6,1056,2023-10-08 04:30:55,2023-11-09 23:17:14,15:46:03,09:03:55,Bgpz,Dnhse,Lld,Economy,663.23,Extra Baggage,1866,Cancelled,Zl,A,Nlz,6.18,2,Fbx,Bjq,Gvxj,Svxu,No,Non-Vegetarian,Available,False,False,True,0,No,Alaska Airlines,4
12,4950,2023-05-16 20:00:43,2023-09-13 06:08:42,02:26:25,12:23:23,Bwkn,Lcqsf,Vkm,Economy,279.9,Meal,0,Confirmed,Px,C,Ecv,4.96,0,Ozs,Gdy,Tlsx,Qeoh,Yes,Non-Vegetarian,Not Available,False,False,False,0,No,Air Canada,4
15,8055,2023-11-26 08:35:11,2023-06-10 13:35:11,21:31:28,05:03:00,Bcuh,Vwsym,Ouj,First,174.02,No Extras,530,Pending,Qb,B,Dff,10.31,1,Gop,Fow,Clpa,Ucxe,Yes,Non-Vegetarian,Available,True,True,False,2,Yes,Air France,3
4,4147,2023-09-01 05:27:14,2023-10-15 16:23:45,09:30:37,19:40:21,Boyi,Zirnh,Cjs,First,521.6,Extra Baggage,0,Cancelled,Cd,D,Wdc,10.83,1,Czv,Alg,Otqt,Xrrd,No,Vegetarian,Available,False,False,False,2,No,Southwest Airlines,0
4,4537,2023-07-28 09:24:27,2023-01-29 04:23:22,22:13:07,11:09:23,Bpzu,Krrof,Hdo,First,763.29,Meal,0,Confirmed,Ce,C,Kog,3.42,0,Ssw,Pzv,Qdmv,Xqti,No,Vegan,Available,False,True,True,1,No,Southwest Airlines,6
2,7428,2023-05-26 04:44:05,2023-04-05 21:36:37,14:07:27,11:45:50,Brhg,Xqxht,Sdy,Economy,421.07,No Extras,1749,Cancelled,Hw,C,Njy,10.22,2,Mnx,Vyi,Yfgg,Fhda,No,Non-Vegetarian,Not Available,False,False,True,2,Yes,Delta Air Lines,6
12,1721,2023-02-18 13:06:03,2023-03-20 14:04:08,08:36:04,22:26:36,Btuj,Pvbam,Sez,First,865.43,No Extras,1637,Cancelled,Md,A,Ion,1.88,1,Irq,Jvr,Jfbx,Nmhq,Yes,Non-Vegetarian,Available,False,False,True,2,No,Air Canada,0
7,1385,2023-05-31 08:00:01,2023-01-17 13:05:37,01:28:52,10:38:17,Bllj,Gwscl,Ilw,Economy,944.2,No Extras,0,Cancelled,Es,A,Pzs,9.31,1,Mwp,Okv,Egun,Yaut,Yes,Vegetarian,Not Available,True,False,True,0,Yes,Spirit Airlines,2
9,3817,2023-07-19 08:56:23,2023-02-02 04:56:35,07:17:43,21:20:59,Bbyl,Zlqqr,Rfy,First,728.34,Extra Baggage,2776,Pending,Rl,C,Kxz,4.4,1,Czr,Vzy,Dmbl,Exnj,Yes,Vegan,Not Available,True,True,True,0,Yes,Hawaiian Airlines,3
9,8426,2023-07-27 08:07:03,2023-06-10 19:49:24,13:12:34,05:09:55,Bfyx,Zctxu,Fse,Business,817.14,No Extras,1567,Pending,Kg,D,Yau,3.97,1,Pqh,Iuk,Amqa,Bapn,No,Non-Vegetarian,Available,False,False,True,2,No,Hawaiian Airlines,2
8,8115,2023-07-07 10:02:03,2023-03-31 07:25:40,05:39:27,17:24:53,Baiy,Obgxm,Eve,Business,576.47,No Extras,0,Pending,Nz,A,Wvb,11.04,2,Gsu,Fjm,Yxtv,Qngd,No,No Meal,Available,True,False,False,2,Yes,Frontier Airlines,6
14,1259,2023-07-04 08:26:52,2023-11-17 03:05:34,03:18:38,21:51:45,Btpq,Msfjh,Qtn,Economy,597.26,Meal,0,Pending,Nr,C,Krq,2.95,2,Vmr,Cfh,Obul,Sllb,Yes,No Meal,Available,False,True,False,0,No,Lufthansa,4
1,5488,2023-09-17 07:18:56,2023-02-01 00:48:13,23:14:15,05:26:52,Btfd,Zvjfx,Pvm,First,84.84,Extra Baggage,2127,Pending,Ip,D,Nmv,2.66,2,Zxi,Brm,Vqgz,Yvfm,Yes,Vegan,Available,False,True,True,1,Yes,American Airline,6
12,9791,2023-12-15 22:32:34,2023-03-17 16:01:04,14:51:20,17:55:05,Bitz,Labkc,Inm,Economy,554.29,Extra Baggage,0,Confirmed,Ch,A,Miy,9.25,2,Pby,Xet,Lipo,Ajzs,No,No Meal,Not Available,False,False,False,1,Yes,Air Canada,6
